Observation Date,Series Name,Observation Value
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Hong Kong,17.889298
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Hong Kong,2.986059
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Hong Kong,-3.478541
31-Aug-18,20 Hungary,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Hungary,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Hungary,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Hungary,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Hungary,0
31-Aug-18,21 Iceland,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Iceland,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Iceland,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Iceland,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Iceland,0
31-Aug-18,22 Indonesia,0.0057
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Indonesia,0.0057
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Indonesia,0.0057
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Indonesia,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Indonesia,0
31-Aug-18,23 Iran,-0.002786
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Iran,-0.002786
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Iran,0.026592
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Iran,0.029378
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Iran,0
31-Aug-18,24 Ireland,-1.434879
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Ireland,0.027732
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Ireland,0.027732
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Ireland,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Ireland,-1.462611
31-Aug-18,25 Italy,4.270661
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Italy,4.270661
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Italy,4.494048
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Italy,0.223387
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Italy,0
31-Aug-18,26 Japan,9.328103
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Japan,8.999318
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Japan,9.02161
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Japan,0.022292
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Japan,0.328785
31-Aug-18,27 Kenya,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Kenya,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Kenya,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Kenya,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Kenya,0
31-Aug-18,28 Korea (South),-0.810793
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from S. Korea,-0.810793
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from S. Korea,0.419424
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to S. Korea,1.230217
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from S. Korea,0
31-Aug-18,29 Kuwait,2.981441
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Kuwait,2.744461
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Kuwait,2.829873
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Kuwait,0.085412
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Kuwait,0.23698
31-Aug-18,30 Lebanon,1.164885
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Lebanon,1.164885
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Lebanon,1.164885
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Lebanon,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Lebanon,0
31-Aug-18,31 Liberia,0.007042
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Liberia,0.007042
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Liberia,0.043802
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Liberia,0.03676
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Liberia,0
31-Aug-18,32 Libya,0.017203
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Libya,0.017203
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Libya,0.017203
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Libya,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Libya,0
31-Aug-18,33 Luxembourg,-21.615719
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Luxembourg,0.319223
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Luxembourg,0.615362
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Luxembourg,0.296139
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Luxembourg,-21.934942
31-Aug-18,34 Malaysia,2.522
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Malaysia,2.522
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Malaysia,2.560117
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Malaysia,0.038117
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Malaysia,0
31-Aug-18,35 Malta,-11.659187
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Malta,-11.659187
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Malta,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Malta,11.659187
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Malta,0
31-Aug-18,36 Netherlands,7.90445
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Netherland,7.504939
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Netherland,13.407007
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Netherland,5.902068
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Netherland,0.399511
31-Aug-18,37 New Zealand,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from New Zealand,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from New Zealand,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to New Zealand,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from New Zealand,0
31-Aug-18,38 Nigeria,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Nigeria,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Nigeria,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Nigeria,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Nigeria,0
31-Aug-18,39 Norway,-14.847951
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Norway,-14.847951
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Norway,5.152049
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Norway,20
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Norway,0
31-Aug-18,40 Oman,0.023596
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Oman,0.023596
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Oman,0.042754
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Oman,0.019158
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Oman,0
31-Aug-18,41 Panama,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Panama,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Panama,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Panama,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Panama,0
31-Aug-18,42 Philippinees,0.213766
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Philippine,0.213766
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Philippine,0.236417
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Philippine,0.022651
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Philippine,0
31-Aug-18,43 Poland,-0.223928
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Poland,-0.223928
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Poland,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Poland,0.223928
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Poland,0
31-Aug-18,44 Portugal,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Portugal,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Portugal,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Portugal,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Portugal,0
31-Aug-18,45 Qatar,-0.005652
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Qatar,0.016123
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Qatar,0.021536
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Qatar,0.005413
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Qatar,-0.021775
31-Aug-18,46 Saudi Arabia,1.593528
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Saudi Arab,1.554737
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Saudi Arab,1.627686
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Saudi Arab,0.072949
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Saudi Arab,0.038791
31-Aug-18,47 Seychelles,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Seychelles,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Seychelles,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Seychelles,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Seychelles,0
31-Aug-18,48 Singapore,6.10197
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Singapore,3.390849
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Singapore,3.470782
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Singapore,0.079933
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Singapore,2.711121
31-Aug-18,49 South Africa,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from South Afr,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from South Afr,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to South Afr,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from South Afr,0
31-Aug-18,50 Sri Lanka,0
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Sri Lanka,0
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Sri Lanka,0
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Sri Lanka,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Sri Lanka,0
31-Aug-18,51 Sweden,1.738813
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Sweden,0.791682
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Sweden,1.576462
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Sweden,0.78478
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Sweden,0.947131
31-Aug-18,52 Switzerland,15.122579
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Switz,15.483241
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Switz,21.601498
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Switz,6.118257
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Switz,-0.360662
31-Aug-18,53 Thailand,0.02297
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Thailand,0.02297
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Thailand,0.02297
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Thailand,0
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Thailand,0
31-Aug-18,54 Turkey,1.847057
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from Turkey,1.847057
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from Turkey,1.954502
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to Turkey,0.107445
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from Turkey,0
31-Aug-18,55 U.A.E,4.805838
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from U.A.E,6.980753
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from U.A.E,11.546861
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to U.A.E,4.566108
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from U.A.E,-2.174915
31-Aug-18,56 United Kingdom,3.096655
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from U.K,12.392609
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from U.K,15.614498
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to U.K,3.221889
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from U.K,-9.295954
31-Aug-18,57 United States,-30.938137
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from U.S.A,1.925841
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from U.S.A,9.441029
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to U.S.A,7.515188
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from U.S.A,-32.863978
31-Aug-18,58 Others,-14.359911
31-Aug-18,......I Foreign Direct Investment Net Received in PAK from others,4.037179
31-Aug-18,............i Foreign Direct Investment inflows Received in PAK from others,13.745544
31-Aug-18,............ii Foreign Direct Investment outflows from PAK to others,9.708365
31-Aug-18,......II Foreign Portfolio Investment Net in PAK from others,-18.39709
31-Jul-18,1 Net Cash Flow on Foreign Investment in Pakistan during a month,88.892676
31-Jul-18,......I Net Cash Flow on Foreign Direct Investment in Pakistan during a month,131.044071
31-Jul-18,............i Foreign Direct Investment Inflows in PAK from World,216.692436
31-Jul-18,............ii Foreign Direct Investment outflows from PAK,85.648365
31-Jul-18,......II Net Foreign Portfolio Investment Received in PAK from World,-42.141395
31-Jul-18,......III Net public Foreign Investment Received in PAK from World,-0.01
31-Jul-18,2 Argentina,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Argentina,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Argentina,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Argentina,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Argentina,0
31-Jul-18,3 Australia,-1.755275
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Australia,-2.011351
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Australia,0.040135
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Australia,2.051486
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Australia,0.256076
31-Jul-18,4 Austria,0.970742
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Austria,0.970742
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Austria,0.970742
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Austria,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Austria,0
31-Jul-18,5 Bahamas,1.909553
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Bahamas,1.909553
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Bahamas,1.909553
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Bahamas,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Bahamas,0
31-Jul-18,6 Bahrain,0.982181
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Bahrain,0.983973
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Bahrain,1.197512
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Bahrain,0.213539
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Bahrain,-0.001792
31-Jul-18,7 Bangladesh,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Bangladesh,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Bangladesh,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Bangladesh,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Bangladesh,0
31-Jul-18,8 Belgium,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Belgium,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Belgium,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Belgium,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Belgium,0
31-Jul-18,9 Bosnia Herzegovina,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from B&H,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from B&H,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to B&H,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from B&H,0
31-Jul-18,10 Brunei,0.369312
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Brunei,0.369312
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Brunei,0.369312
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Brunei,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Brunei,0
31-Jul-18,11 Canada,0.433486
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Canada,0.015806
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Canada,0.025
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Canada,0.009194
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Canada,0.41768
31-Jul-18,12 China,43.087662
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from China,42.46299
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from China,45.26299
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to China,2.8
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from China,0.624672
31-Jul-18,13 Congo,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Congo,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Congo,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Congo,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Congo,0
31-Jul-18,14 Denmark,-0.078563
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Denmark,-0.078563
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Denmark,0.021048
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Denmark,0.099611
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Denmark,0
31-Jul-18,15 Egypt,0.352407
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Egypt,0.190516
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Egypt,0.702315
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Egypt,0.511799
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Egypt,0.161891
31-Jul-18,16 Finland,-0.822846
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Finland,-0.260694
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Finland,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Finland,0.260694
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Finland,-0.562152
31-Jul-18,17 France,1.599754
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from France,2.215729
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from France,2.215729
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to France,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from France,-0.615975
31-Jul-18,18 Germany,2.758325
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Germany,2.267825
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Germany,2.385845
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Germany,0.11802
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Germany,0.4905
31-Jul-18,19 Hong Kong,1.933142
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Hong Kong,4.175272
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Hong Kong,7.161331
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Hong Kong,2.986059
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Hong Kong,-2.24213
31-Jul-18,20 Hungary,2.5
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Hungary,2.5
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Hungary,2.5
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Hungary,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Hungary,0
31-Jul-18,21 Iceland,-0.058582
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Iceland,-0.058582
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Iceland,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Iceland,0.058582
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Iceland,0
31-Jul-18,22 Indonesia,0.0057
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Indonesia,0.0057
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Indonesia,0.0057
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Indonesia,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Indonesia,0
31-Jul-18,23 Iran,-0.002786
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Iran,-0.002786
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Iran,0.026592
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Iran,0.029378
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Iran,0
31-Jul-18,24 Ireland,-1.872381
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Ireland,0.261267
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Ireland,0.261267
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Ireland,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Ireland,-2.133648
31-Jul-18,25 Italy,6.077984
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Italy,6.077984
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Italy,6.301371
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Italy,0.223387
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Italy,0
31-Jul-18,26 Japan,8.744868
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Japan,8.499333
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Japan,8.521625
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Japan,0.022292
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Japan,0.245535
31-Jul-18,27 Kenya,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Kenya,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Kenya,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Kenya,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Kenya,0
31-Jul-18,28 Korea (South),0.067918
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from S. Korea,0.067918
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from S. Korea,0.293716
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to S. Korea,0.225798
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from S. Korea,0
31-Jul-18,29 Kuwait,-13.853122
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Kuwait,-13.823496
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Kuwait,2.829873
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Kuwait,16.653369
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Kuwait,-0.029626
31-Jul-18,30 Lebanon,1.164885
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Lebanon,1.164885
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Lebanon,1.164885
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Lebanon,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Lebanon,0
31-Jul-18,31 Liberia,0.007042
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Liberia,0.007042
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Liberia,0.043802
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Liberia,0.03676
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Liberia,0
31-Jul-18,32 Libya,0.017203
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Libya,0.017203
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Libya,0.017203
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Libya,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Libya,0
31-Jul-18,33 Luxembourg,-19.735662
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Luxembourg,0.319223
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Luxembourg,0.615362
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Luxembourg,0.296139
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Luxembourg,-20.054885
31-Jul-18,34 Malaysia,2.556595
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Malaysia,2.544832
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Malaysia,2.582949
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Malaysia,0.038117
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Malaysia,0.011763
31-Jul-18,35 Malta,-11.659187
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Malta,-11.659187
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Malta,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Malta,11.659187
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Malta,0
31-Jul-18,36 Netherlands,-8.257942
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Netherland,-7.950641
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Netherland,9.121427
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Netherland,17.072068
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Netherland,-0.307301
31-Jul-18,37 New Zealand,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from New Zealand,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from New Zealand,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to New Zealand,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from New Zealand,0
31-Jul-18,38 Nigeria,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Nigeria,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Nigeria,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Nigeria,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Nigeria,0
31-Jul-18,39 Norway,5.152049
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Norway,5.152049
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Norway,5.152049
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Norway,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Norway,0
31-Jul-18,40 Oman,0.023596
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Oman,0.023596
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Oman,0.042754
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Oman,0.019158
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Oman,0
31-Jul-18,41 Panama,0
31-Jul-18,......I Foreign Direct Investment Net Received in PAK from Panama,0
31-Jul-18,............i Foreign Direct Investment inflows Received in PAK from Panama,0
31-Jul-18,............ii Foreign Direct Investment outflows from PAK to Panama,0
31-Jul-18,......II Foreign Portfolio Investment Net in PAK from Panama,0
31-Jul-18,42 Philippinees,0.213766
